SLU Score,Opponent Score,Set,Opponent,Year,Server,Play Comment,,
2,4,1,Clarkson,2014,CU,[Lauren Hutchinson] Attack error by Lexi Brown.,,
3,4,1,Clarkson,2014,CU,[Lauren Hutchinson] Service error.,,
4,4,1,Clarkson,2014,SLU,[Jenna Street] Kill by Becky Briggs.,,
5,4,1,Clarkson,2014,SLU,[Jenna Street] Kill by Lexi Brown (from Katie Kull).,,
5,5,1,Clarkson,2014,SLU,[Jenna Street] Kill by Kristen Orlandini.,,
5,6,1,Clarkson,2014,CU,[Victoria Kirkemo] Attack error by Becky Briggs (block by Adrienne Walker).,,
6,6,1,Clarkson,2014,CU,[Victoria Kirkemo] Attack error by Sierra Rhoades.,,
7,6,1,Clarkson,2014,SLU,[Katie Rowell] Service ace (Sierra Rhoades).,,
7,7,1,Clarkson,2014,SLU,[Katie Rowell] Kill by Aishvina Arasu (from Kirstie Shurie).,,
8,7,1,Clarkson,2014,CU,[Adrienne Walker] Service error.,,
8,8,1,Clarkson,2014,SLU,[Mariah Dignan] Kill by Aishvina Arasu (from Kirstie Shurie).,,
8,9,1,Clarkson,2014,CU,[Kirstie Shurie] Attack error by Masha Kolesnikova.,,
8,10,1,Clarkson,2014,CU,[Kirstie Shurie] Kill by Rachael Aird (from Kirstie Shurie).,,
8,11,1,Clarkson,2014,CU,[Kirstie Shurie] Kill by Aishvina Arasu (from Kirstie Shurie).,,
9,11,1,Clarkson,2014,CU,[Kirstie Shurie] Kill by Masha Kolesnikova (from Katie Kull).,,
10,11,1,Clarkson,2014,SLU,[Katie Kull] Kill by Masha Kolesnikova (from Katie Kull).,,
10,12,1,Clarkson,2014,SLU,[Katie Kull] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
11,12,1,Clarkson,2014,CU,[Aishvina Arasu] Service error.,,
12,12,1,Clarkson,2014,SLU,[Marisa Turner] Service ace (Kristen Orlandini).,,
12,13,1,Clarkson,2014,SLU,[Marisa Turner] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
12,14,1,Clarkson,2014,CU,[Evanne Jimenez] Kill by Adrienne Walker (from Kirstie Shurie).,,
12,15,1,Clarkson,2014,CU,[Evanne Jimenez] Attack error by Cristina Deschaine.,,
13,15,1,Clarkson,2014,CU,[Evanne Jimenez] Service error.,,
13,16,1,Clarkson,2014,SLU,[Cristina Deschaine] Kill by Victoria Kirkemo (from Kristen Orlandini).,,
14,16,1,Clarkson,2014,CU,[Evanne Jimenez] Kill by Lexi Brown (from Mariah Dignan).,,
14,17,1,Clarkson,2014,SLU,[Jenna Street] Attack error by Marisa Turner.,,
15,17,1,Clarkson,2014,CU,[Victoria Kirkemo] Kill by Lexi Brown (from Katie Kull).,,
15,18,1,Clarkson,2014,SLU,[Katie Rowell] Kill by Adrienne Walker (from Kirstie Shurie).,,
15,19,1,Clarkson,2014,CU,[Adrienne Walker] Kill by Aishvina Arasu (from Kirstie Shurie).,,
15,20,1,Clarkson,2014,CU,[Adrienne Walker] Kill by Aishvina Arasu.,,
16,20,1,Clarkson,2014,CU,[Adrienne Walker] Attack error by Rachael Aird (block by Becky Briggs).,,
16,21,1,Clarkson,2014,SLU,[Mariah Dignan] Attack error by Masha Kolesnikova.,,
16,22,1,Clarkson,2014,CU,[Kirstie Shurie] Attack error by Cristina Deschaine.,,
16,23,1,Clarkson,2014,CU,[Kirstie Shurie] Attack error by Cristina Deschaine.,,
17,23,1,Clarkson,2014,CU,[Kirstie Shurie] Attack error by Lauren Hutchinson (block by Masha Kolesnikova; Cristina Deschaine).,,
18,23,1,Clarkson,2014,SLU,[Katie Kull] Kill by Kelly Dillon (from Katie Kull).,,
19,23,1,Clarkson,2014,SLU,[Katie Kull] Attack error by Rachael Aird (block by Cristina Deschaine; Masha Kolesnikova).,,
19,24,1,Clarkson,2014,SLU,[Katie Kull] Ball handling error by Katie Kull.,,
19,25,1,Clarkson,2014,CU,[Aishvina Arasu] Kill by Rachael Aird (from Kirstie Shurie).,,
0,1,2,Clarkson,2014,SLU,[Katie Kull] Kill by Rachael Aird (from Victoria Kirkemo).,,
0,2,2,Clarkson,2014,CU,[Kirstie Shurie] Attack error by Katie Kull.,,
1,2,2,Clarkson,2014,CU,[Kirstie Shurie] Kill by Cristina Deschaine (from Katie Kull).,,
2,2,2,Clarkson,2014,SLU,[Katie Rowell] Kill by Lexi Brown (from Mariah Dignan).,,
3,2,2,Clarkson,2014,SLU,[Katie Rowell] Attack error by Aishvina Arasu.,,
3,3,2,Clarkson,2014,SLU,[Katie Kull] Kill by Rachael Aird (from Kirstie Shurie).,,
4,3,2,Clarkson,2014,CU,[Aishvina Arasu] Attack error by Aishvina Arasu (block by Cristina Deschaine).,,
5,3,2,Clarkson,2014,SLU,[Cristina Deschaine] Kill by Kelly Dillon (from Cristina Deschaine).,,
6,3,2,Clarkson,2014,SLU,[Cristina Deschaine] Kill by Kelly Dillon (from Katie Kull).,,
6,4,2,Clarkson,2014,SLU,[Cristina Deschaine] Service error.,,
6,5,2,Clarkson,2014,CU,[Evanne Jimenez] Attack error by Lexi Brown.,,
6,6,2,Clarkson,2014,CU,[Evanne Jimenez] Attack error by Kelly Dillon.,,
7,6,2,Clarkson,2014,CU,[Evanne Jimenez] Kill by Lexi Brown (from Katie Kull).,,
7,7,2,Clarkson,2014,SLU,[Jenna Street] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
7,8,2,Clarkson,2014,CU,[Sierra Rhoades] Kill by Adrienne Walker (from Kirstie Shurie).,,
7,9,2,Clarkson,2014,CU,[Sierra Rhoades] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
8,9,2,Clarkson,2014,CU,[Sierra Rhoades] Service error.,,
8,10,2,Clarkson,2014,SLU,[Marisa Turner] Service error.,,
8,11,2,Clarkson,2014,CU,[Victoria Kirkemo] Kill by Aishvina Arasu (from Kirstie Shurie).,,
9,11,2,Clarkson,2014,CU,[Victoria Kirkemo] Kill by Masha Kolesnikova (from Katie Kull).,,
10,11,2,Clarkson,2014,SLU,[Mariah Dignan] Kill by Masha Kolesnikova (from Katie Kull).,,
10,12,2,Clarkson,2014,SLU,[Mariah Dignan] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
10,13,2,Clarkson,2014,CU,[Adrienne Walker] Service ace (TEAM).,,
10,14,2,Clarkson,2014,CU,[Adrienne Walker] Attack error by Jenna Street.,,
10,15,2,Clarkson,2014,CU,[Adrienne Walker] Service ace (Jenna Street).,,
10,16,2,Clarkson,2014,CU,[Adrienne Walker] Attack error by Masha Kolesnikova.,,
11,16,2,Clarkson,2014,CU,[Adrienne Walker] Kill by Cristina Deschaine (from Katie Kull).,,
11,17,2,Clarkson,2014,SLU,[Katie Kull] Kill by Rachael Aird (from Kirstie Shurie).,,
11,18,2,Clarkson,2014,CU,[Kirstie Shurie] Service ace (Mariah Dignan).,,
12,18,2,Clarkson,2014,CU,[Kirstie Shurie] Kill by Cristina Deschaine (from Katie Kull).,,
13,18,2,Clarkson,2014,SLU,[Katie Rowell] Kill by Lexi Brown (from Mariah Dignan).,,
14,18,2,Clarkson,2014,SLU,[Katie Rowell] Service ace (Evanne Jimenez).,,
15,18,2,Clarkson,2014,SLU,[Katie Rowell] Kill by Lexi Brown (from Katie Kull).,,
15,19,2,Clarkson,2014,SLU,[Katie Rowell] Kill by Katrina Lane (from Evanne Jimenez).,,
16,19,2,Clarkson,2014,CU,[Aishvina Arasu] Attack error by Rachael Aird (block by Cristina Deschaine; Lexi Brown).,,
16,20,2,Clarkson,2014,SLU,[Cristina Deschaine] Service error.,,
17,20,2,Clarkson,2014,CU,[Evanne Jimenez] Kill by Lexi Brown (from Katie Kull).,,
17,21,2,Clarkson,2014,SLU,[Jenna Street] Kill by Adrienne Walker (from Kirstie Shurie).,,
18,21,2,Clarkson,2014,CU,[Sierra Rhoades] Kill by Lexi Brown (from Katie Kull).,,
18,22,2,Clarkson,2014,SLU,[Marisa Turner] Service error.,,
18,23,2,Clarkson,2014,CU,[Victoria Kirkemo] Kill by Aishvina Arasu (from Kirstie Shurie).,,
19,23,2,Clarkson,2014,CU,[Victoria Kirkemo] Kill by Becky Briggs (from Katie Kull).,,
19,24,2,Clarkson,2014,SLU,[Mariah Dignan] Kill by Aishvina Arasu (from Kirstie Shurie).,,
20,24,2,Clarkson,2014,CU,[Adrienne Walker] Service error.,,
21,24,2,Clarkson,2014,SLU,[Katie Kull] Attack error by Rachael Aird (block by Cristina Deschaine; Masha Kolesnikova).,,
21,25,2,Clarkson,2014,SLU,[Katie Kull] Kill by Aishvina Arasu (from Kirstie Shurie).,,
0,1,3,Clarkson,2014,CU,[Victoria Kirkemo] Service ace (Lexi Brown).,,
1,1,3,Clarkson,2014,CU,[Victoria Kirkemo] Attack error by Aishvina Arasu.,,
1,2,3,Clarkson,2014,SLU,[Katie Rowell] Service error.,,
1,3,3,Clarkson,2014,CU,[Adrienne Walker] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
2,3,3,Clarkson,2014,CU,[Adrienne Walker] Service error.,,
2,4,3,Clarkson,2014,SLU,[Mariah Dignan] Kill by Sierra Rhoades (from Kirstie Shurie).,,
3,4,3,Clarkson,2014,CU,[Kirstie Shurie] Kill by Lexi Brown (from Katie Kull).,,
4,4,3,Clarkson,2014,SLU,[Jenna Street] Kill by Cristina Deschaine (from Katie Kull).,,
4,5,3,Clarkson,2014,SLU,[Jenna Street] Attack error by Mariah Dignan.,,
4,6,3,Clarkson,2014,CU,"[Kristen Orlandini] Kill by Lauren Hutchinson (from Kirstie Shurie), block error by Lexi Brown.",,
4,7,3,Clarkson,2014,CU,[Kristen Orlandini] Attack error by Cristina Deschaine.,,
5,7,3,Clarkson,2014,CU,[Kristen Orlandini] Kill by Lexi Brown (from Katie Kull).,,
5,8,3,Clarkson,2014,SLU,[Marisa Turner] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
5,9,3,Clarkson,2014,CU,[Evanne Jimenez] Kill by Evanne Jimenez (from Kirstie Shurie).,,
6,9,3,Clarkson,2014,CU,"[Evanne Jimenez] Kill by Masha Kolesnikova (from Katie Kull), block error by Lauren Hutchinson.",,
7,9,3,Clarkson,2014,SLU,[Cristina Deschaine] Kill by Masha Kolesnikova (from Katie Kull).,,
8,9,3,Clarkson,2014,SLU,[Cristina Deschaine] Attack error by Lauren Hutchinson.,,
9,9,3,Clarkson,2014,SLU,[Cristina Deschaine] Attack error by Victoria Kirkemo.,,
9,10,3,Clarkson,2014,SLU,[Cristina Deschaine] Service error.,,
10,10,3,Clarkson,2014,CU,[Sierra Rhoades] Kill by Masha Kolesnikova (from Katie Kull).,,
11,10,3,Clarkson,2014,SLU,[Katie Kull] Kill by Kelly Dillon (from Katie Kull).,,
11,11,3,Clarkson,2014,SLU,[Katie Kull] Service error.,,
11,12,3,Clarkson,2014,CU,[Victoria Kirkemo] Kill by Adrienne Walker (from Kirstie Shurie).,,
12,12,3,Clarkson,2014,CU,[Victoria Kirkemo] Attack error by Aishvina Arasu.,,
12,13,3,Clarkson,2014,SLU,[Katie Rowell] Kill by Adrienne Walker (from Kirstie Shurie).,,
12,14,3,Clarkson,2014,CU,[Adrienne Walker] Kill by Aishvina Arasu (from Kirstie Shurie).,,
13,14,3,Clarkson,2014,CU,[Adrienne Walker] Service error.,,
13,15,3,Clarkson,2014,SLU,[Mariah Dignan] Kill by Danielle Farabee (from Kirstie Shurie).,,
14,15,3,Clarkson,2014,CU,[Kirstie Shurie] Service error.,,
14,16,3,Clarkson,2014,SLU,[Jenna Street] Kill by Lauren Hutchinson (from Kirstie Shurie).,,
15,16,3,Clarkson,2014,CU,[Kristen Orlandini] Kill by Lexi Brown (from Katie Kull).,,
15,17,3,Clarkson,2014,SLU,[Marisa Turner] Service error.,,
16,17,3,Clarkson,2014,CU,[Evanne Jimenez] Kill by Cristina Deschaine (from Katie Kull).,,
17,17,3,Clarkson,2014,SLU,[Cristina Deschaine] Kill by Masha Kolesnikova (from Jenna Street).,,
18,17,3,Clarkson,2014,SLU,[Cristina Deschaine] Attack error by Kirstie Shurie.,,
18,18,3,Clarkson,2014,SLU,[Cristina Deschaine] Service error.,,
18,19,3,Clarkson,2014,CU,[Sierra Rhoades] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
18,20,3,Clarkson,2014,CU,[Sierra Rhoades] Ball handling error by Katie Kull.,,
18,21,3,Clarkson,2014,CU,[Sierra Rhoades] Kill by Adrienne Walker.,,
18,22,3,Clarkson,2014,CU,[Sierra Rhoades] Kill by Victoria Kirkemo (from Kirstie Shurie).,,
19,22,3,Clarkson,2014,CU,[Sierra Rhoades] Kill by Becky Briggs (from Katie Kull).,,
19,23,3,Clarkson,2014,SLU,[Katie Kull] Kill by Adrienne Walker (from Kirstie Shurie).,,
19,24,3,Clarkson,2014,CU,[Victoria Kirkemo] Kill by Aishvina Arasu.,,
19,25,3,Clarkson,2014,CU,[Victoria Kirkemo] Service ace (Rachel Pineda).,,
1,0,1,RIT,2014,RIT,[Amy Van Hienen] Kill by Sarah Szybist (from Emma Dowdy).,,
1,1,1,RIT,2014,RIT,[Amy Van Hienen] Attack error by Sarah Szybist (block by Cristina Deschaine; Maddy Ruehl).,,
1,2,1,RIT,2014,SLU,[Jenna Street] Service ace (Laiz Novaes).,,
2,2,1,RIT,2014,SLU,[Jenna Street] Kill by Abby Higgins (from Emma Dowdy).,,
2,3,1,RIT,2014,RIT,[Abby Higgins] Attack error by Emma Dowdy.,,
2,4,1,RIT,2014,SLU,[Marisa Turner] Attack error by Sarah Szybist.,,
3,4,1,RIT,2014,SLU,"[Marisa Turner] Kill by Sarah Szybist (from Emma Dowdy), block error by Cristina Deschaine.",,
3,5,1,RIT,2014,RIT,[Emma Dowdy] Service error.,,
4,5,1,RIT,2014,SLU,[Cristina Deschaine] Kill by Sarah Szybist (from Emma Dowdy).,,
5,5,1,RIT,2014,RIT,[Sarah Szybist] Attack error by Amanda Brooks.,,
5,6,1,RIT,2014,RIT,[Sarah Szybist] Kill by Mariah Dignan (from Jenna Street).,,
5,7,1,RIT,2014,SLU,[Katie Kull] Attack error by Laiz Novaes.,,
6,7,1,RIT,2014,SLU,[Katie Kull] Kill by Laiz Novaes (from Emma Dowdy).,,
7,7,1,RIT,2014,RIT,[Bethany Davis] Attack error by Maddy Ruehl.,,
7,8,1,RIT,2014,RIT,[Bethany Davis] Kill by Lexi Brown (from Katie Kull).,,
8,8,1,RIT,2014,SLU,[Katie Rowell] Kill by Amy Van Hienen (from Emma Dowdy).,,
8,9,1,RIT,2014,RIT,[Laiz Novaes] Attack error by Sarah Szybist.,,
9,9,1,RIT,2014,SLU,[Mariah Dignan] Service error.,,
9,10,1,RIT,2014,RIT,[Amy Van Hienen] Kill by Cristina Deschaine (from Katie Kull).,,
10,10,1,RIT,2014,SLU,[Jenna Street] Kill by Sarah Szybist (from Emma Dowdy).,,
10,11,1,RIT,2014,RIT,[Kaitlin Slippy] Kill by Cristina Deschaine (from Jenna Street).,,
10,12,1,RIT,2014,SLU,[Marisa Turner] Attack error by Sarah Szybist.,,
11,12,1,RIT,2014,SLU,[Marisa Turner] Kill by Sarah Szybist (from Emma Dowdy).,,
11,13,1,RIT,2014,RIT,[Emma Dowdy] Attack error by Sarah Szybist.,,
12,13,1,RIT,2014,SLU,[Cristina Deschaine] Service error.,,
13,13,1,RIT,2014,RIT,[Sarah Szybist] Service ace (Lexi Brown).,,
13,14,1,RIT,2014,RIT,[Sarah Szybist] Kill by Becky Briggs (from Jenna Street).,,
14,14,1,RIT,2014,SLU,[Katie Kull] Kill by Laiz Novaes (from Emma Dowdy).,,
15,14,1,RIT,2014,RIT,[Bethany Davis] Kill by Abby Higgins (from Emma Dowdy).,,
15,15,1,RIT,2014,RIT,[Bethany Davis] Kill by Becky Briggs (from Katie Kull).,,
15,16,1,RIT,2014,SLU,[Lexi Brown] Kill by Katie Kull (from Mariah Dignan).,,
15,17,1,RIT,2014,SLU,[Lexi Brown] Service ace (Sarah Szybist).,,
16,17,1,RIT,2014,SLU,[Lexi Brown] Service error.,,
17,17,1,RIT,2014,RIT,[Laiz Novaes] Kill by Emma Dowdy.,,
17,18,1,RIT,2014,RIT,[Laiz Novaes] Kill by Masha Kolesnikova (from Mariah Dignan).,,
18,18,1,RIT,2014,SLU,[Mariah Dignan] Kill by Amy Van Hienen (from Emma Dowdy).,,
18,19,1,RIT,2014,RIT,[Amy Van Hienen] Service error.,,
18,20,1,RIT,2014,SLU,[Jenna Street] Service ace (Amy Van Hienen).,,
18,21,1,RIT,2014,SLU,[Jenna Street] Service ace (Amy Van Hienen).,,
19,21,1,RIT,2014,SLU,[Jenna Street] Kill by Sarah Szybist (from Emma Dowdy).,,
20,21,1,RIT,2014,RIT,[Kaitlin Slippy] Kill by Sarah Szybist (from Emma Dowdy).,,
20,22,1,RIT,2014,RIT,[Kaitlin Slippy] Kill by Masha Kolesnikova (from Mariah Dignan).,,
20,23,1,RIT,2014,SLU,[Masha Kolesnikova] Attack error by Sarah Szybist (block by Cristina Deschaine).,,
21,23,1,RIT,2014,SLU,[Masha Kolesnikova] Kill by Taylor Harkness (from Emma Dowdy).,,
21,24,1,RIT,2014,RIT,[Emma Dowdy] Service error.,,
22,24,1,RIT,2014,SLU,[Cristina Deschaine] Kill by Laiz Novaes (from Emma Dowdy).,,
22,25,1,RIT,2014,RIT,[Rebecca Bennett] Kill by Lexi Brown (from Katie Kull).,,
1,0,2,RIT,2014,SLU,[Jenna Street] Kill by Sarah Szybist (from Emma Dowdy).,,
2,0,2,RIT,2014,RIT,[Abby Higgins] Service ace (Lexi Brown).,,
3,0,2,RIT,2014,RIT,[Abby Higgins] Kill by Emma Dowdy (from Amy Van Hienen).,,
3,1,2,RIT,2014,RIT,[Abby Higgins] Kill by Cristina Deschaine (from Jenna Street).,,
4,1,2,RIT,2014,SLU,[Marisa Turner] Kill by Sarah Szybist (from Emma Dowdy).,,
4,2,2,RIT,2014,RIT,"[Emma Dowdy] Kill by Lexi Brown (from Jenna Street), block error by Laiz Novaes.",,
5,2,2,RIT,2014,SLU,[Cristina Deschaine] Service error.,,
5,3,2,RIT,2014,RIT,[Sarah Szybist] Attack error by Emma Dowdy.,,
6,3,2,RIT,2014,SLU,[Katie Kull] Kill by Amy Van Hienen (from Emma Dowdy).,,
7,3,2,RIT,2014,RIT,[Bethany Davis] Service ace (Marisa Turner).,,
8,3,2,RIT,2014,RIT,[Bethany Davis] Service ace (Marisa Turner).,,
9,3,2,RIT,2014,RIT,[Bethany Davis] Attack error by TEAM.,,
10,3,2,RIT,2014,RIT,[Bethany Davis] Kill by Laiz Novaes (from Emma Dowdy).,,
11,3,2,RIT,2014,RIT,[Bethany Davis] Kill by Amy Van Hienen.,,
11,4,2,RIT,2014,RIT,[Bethany Davis] Kill by Lexi Brown (from Katie Kull).,,
11,5,2,RIT,2014,SLU,[Katie Rowell] Attack error by Abby Higgins.,,
12,5,2,RIT,2014,SLU,[Katie Rowell] Kill by Amy Van Hienen (from Bethany Davis).,,
12,6,2,RIT,2014,RIT,[Laiz Novaes] Kill by Becky Briggs (from Katie Kull).,,
13,6,2,RIT,2014,SLU,[Mariah Dignan] Kill by Abby Higgins (from Emma Dowdy).,,
13,7,2,RIT,2014,RIT,[Amy Van Hienen] Service error.,,
13,8,2,RIT,2014,SLU,[Jenna Street] Attack error by Sarah Szybist (block by Cristina Deschaine; Amanda Brooks).,,
14,8,2,RIT,2014,SLU,[Jenna Street] Kill by Sarah Szybist.,,
14,9,2,RIT,2014,RIT,[Kaitlin Slippy] Attack error by Laiz Novaes.,,
14,10,2,RIT,2014,SLU,[Marisa Turner] Kill by Lexi Brown (from Jenna Street).,,
15,10,2,RIT,2014,SLU,[Marisa Turner] Ball handling error by Lexi Brown.,,
15,11,2,RIT,2014,RIT,[Emma Dowdy] Service error.,,
15,12,2,RIT,2014,SLU,[Cristina Deschaine] Kill by Amanda Brooks (from Jenna Street).,,
15,13,2,RIT,2014,SLU,[Cristina Deschaine] Attack error by Sarah Szybist.,,
15,14,2,RIT,2014,SLU,[Cristina Deschaine] Attack error by Laiz Novaes.,,
16,14,2,RIT,2014,SLU,[Cristina Deschaine] Kill by Kayla Wheeler (from Emma Dowdy).,,
16,15,2,RIT,2014,RIT,[Rebecca Bennett] Service error.,,
17,15,2,RIT,2014,SLU,[Katie Kull] Service error.,,
18,15,2,RIT,2014,RIT,[Bethany Davis] Attack error by Lexi Brown.,,
19,15,2,RIT,2014,RIT,[Bethany Davis] Service ace (Lexi Brown).,,
20,15,2,RIT,2014,RIT,[Bethany Davis] Kill by Amy Van Hienen (from Emma Dowdy).,,
20,16,2,RIT,2014,RIT,[Bethany Davis] Kill by Lexi Brown (from Katie Kull).,,
20,17,2,RIT,2014,SLU,[Lexi Brown] Attack error by Amy Van Hienen (block by Becky Briggs; Maddy Ruehl).,,
21,17,2,RIT,2014,SLU,[Lexi Brown] Kill by Laiz Novaes (from Emma Dowdy).,,
21,18,2,RIT,2014,RIT,[Laiz Novaes] Kill by Maddy Ruehl (from Katie Kull).,,
22,18,2,RIT,2014,SLU,[Mariah Dignan] Kill by Abby Higgins (from Emma Dowdy).,,
22,19,2,RIT,2014,RIT,[Sara Martin] Kill by Cristina Deschaine (from Katie Kull).,,
23,19,2,RIT,2014,SLU,[Jenna Street] Kill by Sarah Szybist (from Emma Dowdy).,,
24,19,2,RIT,2014,RIT,[Kaitlin Slippy] Bad set by Jenna Street.,,
25,19,2,RIT,2014,RIT,[Kaitlin Slippy] Attack error by Lexi Brown (block by Kayla Wheeler; Emma Dowdy).,,
1,0,3,RIT,2014,RIT,[Amy Van Hienen] Service ace (Lexi Brown).,,
1,1,3,RIT,2014,RIT,[Amy Van Hienen] Kill by Cristina Deschaine (from Jenna Street).,,
2,1,3,RIT,2014,SLU,[Masha Kolesnikova] Kill by Sarah Szybist (from Emma Dowdy).,,
3,1,3,RIT,2014,RIT,[Abby Higgins] Attack error by Lexi Brown (block by Emma Dowdy; Kayla Wheeler).,,
3,2,3,RIT,2014,RIT,[Abby Higgins] Attack error by Abby Higgins.,,
4,2,3,RIT,2014,SLU,[Mariah Dignan] Kill by Sarah Szybist (from Emma Dowdy).,,
5,2,3,RIT,2014,RIT,[Emma Dowdy] Attack error by Lexi Brown.,,
6,2,3,RIT,2014,RIT,[Emma Dowdy] Attack error by Lexi Brown (block by Kayla Wheeler; Laiz Novaes).,,
6,3,3,RIT,2014,RIT,[Emma Dowdy] Kill by Becky Briggs (from Jenna Street).,,
7,3,3,RIT,2014,SLU,[Katie Kull] Service error.,,
7,4,3,RIT,2014,RIT,[Sarah Szybist] Service error.,,
8,4,3,RIT,2014,SLU,[Lexi Brown] Kill by Laiz Novaes (from Emma Dowdy).,,
9,4,3,RIT,2014,RIT,[Bethany Davis] Kill by Abby Higgins (from Emma Dowdy).,,
10,4,3,RIT,2014,RIT,[Bethany Davis] Ball handling error by Lexi Brown.,,
11,4,3,RIT,2014,RIT,[Bethany Davis] Attack error by Masha Kolesnikova (block by Laiz Novaes; Abby Higgins).,,
11,5,3,RIT,2014,RIT,[Bethany Davis] Attack error by Amy Van Hienen.,,
12,5,3,RIT,2014,SLU,[Becky Briggs] Service error.,,
12,6,3,RIT,2014,RIT,[Laiz Novaes] Attack error by Amy Van Hienen (block by Cristina Deschaine; Maddy Ruehl).,,
13,6,3,RIT,2014,SLU,[Jenna Street] Kill by Abby Higgins (from Emma Dowdy).,,
13,7,3,RIT,2014,RIT,[Sara Martin] Attack error by Sarah Szybist (block by Amanda Brooks; Cristina Deschaine).,,
13,8,3,RIT,2014,SLU,[Masha Kolesnikova] Ball handling error by Emma Dowdy.,,
14,8,3,RIT,2014,SLU,"[Masha Kolesnikova] Kill by Sarah Szybist (from Emma Dowdy), block error by Cristina Deschaine.",,
15,8,3,RIT,2014,RIT,[Kaitlin Slippy] Service ace (TEAM).,,
16,8,3,RIT,2014,RIT,[Kaitlin Slippy] Attack error by Lexi Brown (block by Emma Dowdy; Kayla Wheeler).,,
17,8,3,RIT,2014,RIT,[Kaitlin Slippy] Attack error by Cristina Deschaine.,,
17,9,3,RIT,2014,RIT,[Kaitlin Slippy] Kill by Lexi Brown (from Jenna Street).,,
17,10,3,RIT,2014,SLU,[Mariah Dignan] Attack error by Sarah Szybist.,,
18,10,3,RIT,2014,SLU,[Mariah Dignan] Service error.,,
18,11,3,RIT,2014,RIT,[Emma Dowdy] Kill by Lexi Brown (from Jenna Street).,,
18,12,3,RIT,2014,SLU,[Katie Kull] Service ace (Sarah Szybist).,,
18,13,3,RIT,2014,SLU,[Katie Kull] Service ace (Amy Van Hienen).,,
19,13,3,RIT,2014,SLU,[Katie Kull] Kill by Sarah Szybist (from Emma Dowdy).,,
19,14,3,RIT,2014,RIT,[Rebecca Bennett] Attack error by Kayla Wheeler (block by Becky Briggs).,,
19,15,3,RIT,2014,SLU,[Katie Rowell] Attack error by Laiz Novaes (block by Masha Kolesnikova; Becky Briggs).,,
19,16,3,RIT,2014,SLU,[Katie Rowell] Attack error by Amy Van Hienen.,,
20,16,3,RIT,2014,SLU,[Katie Rowell] Kill by Laiz Novaes (from Emma Dowdy).,,
21,16,3,RIT,2014,RIT,[Bethany Davis] Attack error by Becky Briggs (block by Amy Van Hienen; Abby Higgins).,,
22,16,3,RIT,2014,RIT,[Bethany Davis] Kill by Laiz Novaes (from Emma Dowdy).,,
22,17,3,RIT,2014,RIT,[Bethany Davis] Ball handling error by Bethany Davis.,,
22,18,3,RIT,2014,SLU,[Becky Briggs] Kill by Masha Kolesnikova.,,
23,18,3,RIT,2014,SLU,[Marisa Turner] Attack error by Maddy Ruehl.,,
24,18,3,RIT,2014,RIT,[Laiz Novaes] Kill by Abby Higgins.,,
24,19,3,RIT,2014,RIT,[Laiz Novaes] Kill by Cristina Deschaine (from Katie Kull).,,
25,19,3,RIT,2014,SLU,[Jenna Street] Kill by Amy Van Hienen (from Emma Dowdy).,,
1,0,4,RIT,2014,SLU,[Jenna Street] Kill by Sarah Szybist (from Emma Dowdy).,,
2,0,4,RIT,2014,RIT,[Abby Higgins] Kill by Kayla Wheeler (from Emma Dowdy).,,
2,1,4,RIT,2014,RIT,[Abby Higgins] Kill by Cristina Deschaine (from Jenna Street).,,
3,1,4,RIT,2014,SLU,[Masha Kolesnikova] Kill by Sarah Szybist (from Emma Dowdy).,,
3,2,4,RIT,2014,RIT,[Emma Dowdy] Kill by Lexi Brown (from Jenna Street).,,
3,3,4,RIT,2014,SLU,[Mariah Dignan] Ball handling error by Emma Dowdy.,,
4,3,4,RIT,2014,SLU,[Mariah Dignan] Service error.,,
5,3,4,RIT,2014,RIT,[Sarah Szybist] Kill by Bethany Davis.,,
5,4,4,RIT,2014,RIT,[Sarah Szybist] Kill by Lexi Brown (from Jenna Street).,,
5,5,4,RIT,2014,SLU,[Katie Kull] Attack error by Emma Dowdy.,,
5,6,4,RIT,2014,SLU,[Katie Kull] Attack error by Laiz Novaes (block by Becky Briggs; Lexi Brown).,,
6,6,4,RIT,2014,SLU,[Katie Kull] Kill by Amy Van Hienen (from Emma Dowdy).,,
7,6,4,RIT,2014,RIT,[Bethany Davis] Bad set by Katie Kull.,,
8,6,4,RIT,2014,RIT,[Bethany Davis] Attack error by Lexi Brown (block by Amy Van Hienen; Abby Higgins).,,
9,6,4,RIT,2014,RIT,[Bethany Davis] Attack error by Lexi Brown.,,
10,6,4,RIT,2014,RIT,[Bethany Davis] Attack error by Becky Briggs.,,
11,6,4,RIT,2014,RIT,[Bethany Davis] Kill by Emma Dowdy.,,
12,6,4,RIT,2014,RIT,[Bethany Davis] Kill by Amy Van Hienen (from Emma Dowdy).,,
12,7,4,RIT,2014,RIT,[Bethany Davis] Attack error by Laiz Novaes.,,
